,Province/State,Country/Region,Lat,Long,Date,Confirmed Cases (cumulative))
46293,New South Wales,Australia,-33.8688,151.2093,2020-07-14,3517
46294,Northern Territory,Australia,-12.4634,130.8456,2020-07-14,31
46295,Queensland,Australia,-27.4698,153.0251,2020-07-14,1071
46296,South Australia,Australia,-34.9285,138.6007,2020-07-14,443
46297,Tasmania,Australia,-42.8821,147.3272,2020-07-14,228
46298,Victoria,Australia,-37.8136,144.9631,2020-07-14,4448
46299,Western Australia,Australia,-31.9505,115.8605,2020-07-14,636
46300,,Austria,47.5162,14.5501,2020-07-14,19021
46301,,Azerbaijan,40.1431,47.5769,2020-07-14,25113
46302,,Bahamas,25.025885,-78.035889,2020-07-14,116
46303,,Bahrain,26.0275,50.55,2020-07-14,34078
46304,,Bangladesh,23.685,90.3563,2020-07-14,190057
46305,,Barbados,13.1939,-59.5432,2020-07-14,103
46306,,Belarus,53.7098,27.9534,2020-07-14,65269
46307,,Belgium,50.8333,4.469936,2020-07-14,62781
46308,,Benin,9.3077,2.3158,2020-07-14,1378
46309,,Bhutan,27.5142,90.4336,2020-07-14,84
46310,,Bolivia,-16.2902,-63.5887,2020-07-14,50867
46311,,Bosnia and Herzegovina,43.9159,17.6791,2020-07-14,6981
46312,,Brazil,-14.235,-51.9253,2020-07-14,1926824
46313,,Brunei,4.5353,114.7277,2020-07-14,141
46314,,Bulgaria,42.7339,25.4858,2020-07-14,7645
46315,,Burkina Faso,12.2383,-1.5616,2020-07-14,1037
46316,,Cabo Verde,16.5388,-23.0418,2020-07-14,1722
46317,,Cambodia,11.55,104.9167,2020-07-14,165
46318,,Cameroon,3.848,11.5021,2020-07-14,15173
46319,Alberta,Canada,53.9333,-116.5765,2020-07-14,8912
46320,British Columbia,Canada,53.7267,-127.6476,2020-07-14,3128
46321,Grand Princess,Canada,0.0,0.0,2020-07-14,13
46322,Manitoba,Canada,53.7609,-98.8139,2020-07-14,330
46323,New Brunswick,Canada,46.5653,-66.4619,2020-07-14,167
46324,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-07-14,262
46325,Nova Scotia,Canada,44.682,-63.7443,2020-07-14,1066
46326,Ontario,Canada,51.2538,-85.3232,2020-07-14,38814
46327,Prince Edward Island,Canada,46.5107,-63.4168,2020-07-14,36
46328,Quebec,Canada,52.9399,-73.5491,2020-07-14,56730
46329,Saskatchewan,Canada,52.9399,-106.4509,2020-07-14,876
46330,,Central African Republic,6.6111,20.9394,2020-07-14,4356
46331,,Chad,15.4542,18.7322,2020-07-14,884
46332,,Chile,-35.6751,-71.543,2020-07-14,319493
46333,Anhui,China,31.8257,117.2264,2020-07-14,991
46334,Beijing,China,40.1824,116.4142,2020-07-14,929
46335,Chongqing,China,30.0572,107.874,2020-07-14,583
46336,Fujian,China,26.0789,117.9874,2020-07-14,363
46337,Gansu,China,35.7518,104.2861,2020-07-14,167
46338,Guangdong,China,23.3417,113.4244,2020-07-14,1650
46339,Guangxi,China,23.8298,108.7881,2020-07-14,254
46340,Guizhou,China,26.8154,106.8748,2020-07-14,147
46341,Hainan,China,19.1959,109.7453,2020-07-14,171
46342,Hebei,China,39.549,116.1306,2020-07-14,349
46343,Heilongjiang,China,47.862,127.7615,2020-07-14,947
46344,Henan,China,37.8957,114.9042,2020-07-14,1276
46345,Hong Kong,China,22.3,114.2,2020-07-14,1569
46346,Hubei,China,30.9756,112.2707,2020-07-14,68135
46347,Hunan,China,27.6104,111.7088,2020-07-14,1019
46348,Inner Mongolia,China,44.0935,113.9448,2020-07-14,249
46349,Jiangsu,China,32.9711,119.455,2020-07-14,654
46350,Jiangxi,China,27.614,115.7221,2020-07-14,932
46351,Jilin,China,43.6661,126.1923,2020-07-14,155
46352,Liaoning,China,41.2956,122.6085,2020-07-14,164
46353,Macau,China,22.1667,113.55,2020-07-14,46
46354,Ningxia,China,37.2692,106.1655,2020-07-14,75
46355,Qinghai,China,35.7452,95.9956,2020-07-14,18
46356,Shaanxi,China,35.1917,108.8701,2020-07-14,321
46357,Shandong,China,36.3427,118.1498,2020-07-14,793
46358,Shanghai,China,31.202,121.4491,2020-07-14,731
46359,Shanxi,China,37.5777,112.2922,2020-07-14,201
46360,Sichuan,China,30.6171,102.7103,2020-07-14,599
46361,Tianjin,China,39.3054,117.323,2020-07-14,203
46362,Tibet,China,31.6927,88.0924,2020-07-14,1
46363,Xinjiang,China,41.1129,85.2401,2020-07-14,76
46364,Yunnan,China,24.974,101.487,2020-07-14,188
46365,Zhejiang,China,29.1832,120.0934,2020-07-14,1270
46366,,Colombia,4.5709,-74.2973,2020-07-14,159898
46367,,Congo (Brazzaville),-0.228,15.8277,2020-07-14,2028
46368,,Congo (Kinshasa),-4.0383,21.7587,2020-07-14,8135
46369,,Costa Rica,9.7489,-83.7534,2020-07-14,8482
46370,,Cote d'Ivoire,7.54,-5.5471,2020-07-14,13037
46371,,Croatia,45.1,15.2,2020-07-14,3827
46372,,Diamond Princess,0.0,0.0,2020-07-14,712
46373,,Cuba,21.521757,-77.78116700000002,2020-07-14,2432
46374,,Cyprus,35.1264,33.4299,2020-07-14,1023
46375,,Czechia,49.8175,15.473,2020-07-14,13341
46376,Faroe Islands,Denmark,61.8926,-6.9118,2020-07-14,188
46377,Greenland,Denmark,71.7069,-42.6043,2020-07-14,13
46378,,Denmark,56.2639,9.5018,2020-07-14,13061
46379,,Djibouti,11.8251,42.5903,2020-07-14,4979
46380,,Dominican Republic,18.7357,-70.1627,2020-07-14,46305
46381,,Ecuador,-1.8312,-78.1834,2020-07-14,69570
46382,,Egypt,26.820553000000004,30.802498,2020-07-14,83930
46383,,El Salvador,13.7942,-88.8965,2020-07-14,10303
46384,,Equatorial Guinea,1.6508,10.2679,2020-07-14,3071
46385,,Eritrea,15.1794,39.7823,2020-07-14,232
46386,,Estonia,58.5953,25.0136,2020-07-14,2015
46387,,Eswatini,-26.5225,31.4659,2020-07-14,1434
46388,,Ethiopia,9.145,40.4897,2020-07-14,7969
46389,,Fiji,-17.7134,178.065,2020-07-14,26
46390,,Finland,61.92411,25.748151,2020-07-14,7301
46391,French Guiana,France,3.9339,-53.1258,2020-07-14,6229
46392,French Polynesia,France,-17.6797,149.4068,2020-07-14,62
46393,Guadeloupe,France,16.265,-61.551,2020-07-14,190
46394,Mayotte,France,-12.8275,45.166244,2020-07-14,2724
46395,New Caledonia,France,-20.904305,165.618042,2020-07-14,21
46396,Reunion,France,-21.1151,55.5364,2020-07-14,599
46397,Saint Barthelemy,France,17.9,-62.8333,2020-07-14,6
46398,St Martin,France,18.0708,-63.0501,2020-07-14,43
46399,Martinique,France,14.6415,-61.0242,2020-07-14,255
46400,,France,46.2276,2.2137,2020-07-14,199509
46401,,Gabon,-0.8037,11.6094,2020-07-14,6026
46402,,Gambia,13.4432,-15.3101,2020-07-14,64
46403,,Georgia,42.3154,43.3569,2020-07-14,999
46404,,Germany,51.165691,10.451526,2020-07-14,200456
46405,,Ghana,7.9465,-1.0232,2020-07-14,24988
46406,,Greece,39.0742,21.8243,2020-07-14,3883
46407,,Guatemala,15.7835,-90.2308,2020-07-14,30872
46408,,Guinea,9.9456,-9.6966,2020-07-14,6200
46409,,Guyana,4.860416000000002,-58.93018000000001,2020-07-14,308
46410,,Haiti,18.9712,-72.2852,2020-07-14,6727
46411,,Holy See,41.9029,12.4534,2020-07-14,12
46412,,Honduras,15.2,-86.2419,2020-07-14,29106
46413,,Hungary,47.1625,19.5033,2020-07-14,4258
46414,,Iceland,64.9631,-19.0208,2020-07-14,1835
46415,,India,20.593684,78.96288,2020-07-14,936181
46416,,Indonesia,-0.7893,113.9213,2020-07-14,78572
46417,,Iran,32.427908,53.68804599999999,2020-07-14,262173
46418,,Iraq,33.223191,43.679291,2020-07-14,81757
46419,,Ireland,53.1424,-7.6921,2020-07-14,25670
46420,,Israel,31.046051,34.851612,2020-07-14,42360
46421,,Italy,41.87194,12.56738,2020-07-14,243344
46422,,Jamaica,18.1096,-77.2975,2020-07-14,762
46423,,Japan,36.204824,138.252924,2020-07-14,22437
46424,,Jordan,31.24,36.51,2020-07-14,1198
46425,,Kazakhstan,48.0196,66.9237,2020-07-14,63514
46426,,Kenya,-0.0236,37.9062,2020-07-14,10791
46427,,"Korea, South",35.90775700000001,127.766922,2020-07-14,13551
46428,,Kuwait,29.31166,47.481766,2020-07-14,56174
46429,,Kyrgyzstan,41.20438,74.766098,2020-07-14,11444
46430,,Latvia,56.8796,24.6032,2020-07-14,1174
46431,,Lebanon,33.8547,35.8623,2020-07-14,2451
46432,,Liberia,6.4280550000000005,-9.429499,2020-07-14,1024
46433,,Liechtenstein,47.14,9.55,2020-07-14,84
46434,,Lithuania,55.1694,23.8813,2020-07-14,1875
46435,,Luxembourg,49.8153,6.1296,2020-07-14,5056
46436,,Madagascar,-18.766947,46.869107,2020-07-14,5343
46437,,Malaysia,4.210483999999999,101.975766,2020-07-14,8729
46438,,Maldives,3.2028,73.2207,2020-07-14,2801
46439,,Malta,35.9375,14.3754,2020-07-14,674
46440,,Mauritania,21.0079,-10.9408,2020-07-14,5518
46441,,Mauritius,-20.348404,57.552152,2020-07-14,342
46442,,Mexico,23.6345,-102.5528,2020-07-14,311486
46443,,Moldova,47.4116,28.3699,2020-07-14,19708
46444,,Monaco,43.7333,7.4167,2020-07-14,109
46445,,Mongolia,46.8625,103.8467,2020-07-14,261
46446,,Montenegro,42.708678000000006,19.37439,2020-07-14,1287
46447,,Morocco,31.7917,-7.0926,2020-07-14,16097
46448,,Namibia,-22.9576,18.4904,2020-07-14,864
46449,,Nepal,28.1667,84.25,2020-07-14,17061
46450,Aruba,Netherlands,12.5211,-69.9683,2020-07-14,106
46451,Curacao,Netherlands,12.1696,-68.99,2020-07-14,25
46452,Sint Maarten,Netherlands,18.0425,-63.0548,2020-07-14,78
46453,,Netherlands,52.1326,5.2913,2020-07-14,51146
46454,,New Zealand,-40.9006,174.886,2020-07-14,1547
46455,,Nicaragua,12.865416,-85.207229,2020-07-14,3147
46456,,Niger,17.607789,8.081666,2020-07-14,1099
46457,,Nigeria,9.082,8.6753,2020-07-14,33616
46458,,North Macedonia,41.6086,21.7453,2020-07-14,8332
46459,,Norway,60.472,8.4689,2020-07-14,9001
46460,,Oman,21.512583,55.92325500000001,2020-07-14,59568
46461,,Pakistan,30.3753,69.3451,2020-07-14,255769
46462,,Panama,8.538,-80.7821,2020-07-14,48096
46463,,Papua New Guinea,-6.314993,143.95555,2020-07-14,11
46464,,Paraguay,-23.4425,-58.4438,2020-07-14,3074
46465,,Peru,-9.19,-75.0152,2020-07-14,333867
46466,,Philippines,12.879721,121.774017,2020-07-14,57545
46467,,Poland,51.9194,19.1451,2020-07-14,38457
46468,,Portugal,39.3999,-8.2245,2020-07-14,47051
46469,,Qatar,25.3548,51.1839,2020-07-14,104533
46470,,Romania,45.9432,24.9668,2020-07-14,33585
46471,,Russia,61.52401,105.318756,2020-07-14,738787
46472,,Rwanda,-1.9403,29.8739,2020-07-14,1416
46473,,Saint Lucia,13.9094,-60.9789,2020-07-14,22
46474,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-07-14,35
46475,,San Marino,43.9424,12.4578,2020-07-14,699
46476,,Saudi Arabia,23.885942,45.079162,2020-07-14,237803
46477,,Senegal,14.4974,-14.4524,2020-07-14,8243
46478,,Serbia,44.0165,21.0059,2020-07-14,18983
46479,,Seychelles,-4.6796,55.492,2020-07-14,100
46480,,Singapore,1.2833,103.8333,2020-07-14,46630
46481,,Slovakia,48.669,19.699,2020-07-14,1908
46482,,Slovenia,46.1512,14.9955,2020-07-14,1859
46483,,Somalia,5.152149,46.199616,2020-07-14,3076
46484,,South Africa,-30.5595,22.9375,2020-07-14,298292
46485,,Spain,40.463667,-3.74922,2020-07-14,256619
46486,,Sri Lanka,7.873054,80.77179699999998,2020-07-14,2665
46487,,Sudan,12.8628,30.2176,2020-07-14,10417
46488,,Suriname,3.9193,-56.0278,2020-07-14,801
46489,,Sweden,60.128161,18.643501,2020-07-14,76001
46490,,Switzerland,46.8182,8.2275,2020-07-14,33016
46491,,Taiwan*,23.7,121.0,2020-07-14,451
46492,,Tanzania,-6.369028,34.888822,2020-07-14,509
46493,,Thailand,15.870032,100.992541,2020-07-14,3227
46494,,Togo,8.6195,0.8248,2020-07-14,731
46495,,Trinidad and Tobago,10.6918,-61.2225,2020-07-14,133
46496,,Tunisia,33.886917,9.537499,2020-07-14,1306
46497,,Turkey,38.9637,35.2433,2020-07-14,214993
46498,,Uganda,1.373333,32.290275,2020-07-14,1040
46499,,Ukraine,48.3794,31.1656,2020-07-14,55931
46500,,United Arab Emirates,23.424076,53.847818,2020-07-14,55573
46501,Bermuda,United Kingdom,32.3078,-64.7505,2020-07-14,150
46502,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-07-14,203
46503,Channel Islands,United Kingdom,49.3723,-2.3644,2020-07-14,581
46504,Gibraltar,United Kingdom,36.1408,-5.3536,2020-07-14,180
46505,Isle of Man,United Kingdom,54.2361,-4.5481,2020-07-14,336
46506,Montserrat,United Kingdom,16.742498,-62.187366,2020-07-14,12
46507,,United Kingdom,55.3781,-3.4360000000000004,2020-07-14,291373
46508,,Uruguay,-32.5228,-55.7658,2020-07-14,997
46509,,US,40.0,-100.0,2020-07-14,3431574
46510,,Uzbekistan,41.377491,64.585262,2020-07-14,14085
46511,,Venezuela,6.4238,-66.5897,2020-07-14,10010
46512,,Vietnam,14.058324,108.277199,2020-07-14,373
46513,,Zambia,-13.133897,27.849332,2020-07-14,1895
46514,,Zimbabwe,-19.015438,29.154857,2020-07-14,1064
46515,Diamond Princess,Canada,0.0,0.0,2020-07-14,0
46516,,Dominica,15.415,-61.371,2020-07-14,18
46517,,Grenada,12.1165,-61.679,2020-07-14,23
46518,,Mozambique,-18.665695,35.529562,2020-07-14,1268
46519,,Syria,34.802075,38.99681500000001,2020-07-14,439
46520,,Timor-Leste,-8.874217,125.727539,2020-07-14,24
46521,,Belize,17.1899,-88.4976,2020-07-14,39
46522,,Laos,19.85627,102.495496,2020-07-14,19
46523,,Libya,26.3351,17.228331,2020-07-14,1563
46524,,West Bank and Gaza,31.9522,35.2332,2020-07-14,6764
46525,,Guinea-Bissau,11.8037,-15.1804,2020-07-14,1842
46526,,Mali,17.570692,-3.996166000000001,2020-07-14,2423
46527,,Saint Kitts and Nevis,17.357822,-62.782998,2020-07-14,17
46528,Northwest Territories,Canada,64.8255,-124.8457,2020-07-14,5
46529,Yukon,Canada,64.2823,-135.0,2020-07-14,11
46530,,Kosovo,42.602636,20.902977,2020-07-14,5118
46531,,Burma,21.9162,95.956,2020-07-14,337
46532,Anguilla,United Kingdom,18.2206,-63.0686,2020-07-14,3
46533,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-07-14,8
46534,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-07-14,72
46535,,MS Zaandam,0.0,0.0,2020-07-14,9
46536,,Botswana,-22.3285,24.6849,2020-07-14,399
46537,,Burundi,-3.3731,29.9189,2020-07-14,269
46538,,Sierra Leone,8.460555000000001,-11.779889,2020-07-14,1651
46539,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2020-07-14,7
46540,,Malawi,-13.2543,34.3015,2020-07-14,2497
46541,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-07-14,13
46542,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-07-14,2
46543,,South Sudan,6.877000000000002,31.307,2020-07-14,2148
46544,,Western Sahara,24.2155,-12.8858,2020-07-14,10
46545,,Sao Tome and Principe,0.1864,6.6131,2020-07-14,732
46546,,Yemen,15.552727,48.516388,2020-07-14,1516
46547,,Comoros,-11.6455,43.3333,2020-07-14,321
46548,,Tajikistan,38.861,71.2761,2020-07-14,6643
46549,,Lesotho,-29.61,28.2336,2020-07-14,256
46550,,Afghanistan,33.93911,67.709953,2020-07-15,34994
46551,,Albania,41.1533,20.1683,2020-07-15,3752
46552,,Algeria,28.0339,1.6596,2020-07-15,20770
46553,,Andorra,42.5063,1.5218,2020-07-15,862
46554,,Angola,-11.2027,17.8739,2020-07-15,576
46555,,Antigua and Barbuda,17.0608,-61.7964,2020-07-15,74
46556,,Argentina,-38.4161,-63.6167,2020-07-15,111146
46557,,Armenia,40.0691,45.0382,2020-07-15,33005
46558,Australian Capital Territory,Australia,-35.4735,149.0124,2020-07-15,113
46559,New South Wales,Australia,-33.8688,151.2093,2020-07-15,3527
46560,Northern Territory,Australia,-12.4634,130.8456,2020-07-15,31
46561,Queensland,Australia,-27.4698,153.0251,2020-07-15,1071
46562,South Australia,Australia,-34.9285,138.6007,2020-07-15,444
46563,Tasmania,Australia,-42.8821,147.3272,2020-07-15,228
46564,Victoria,Australia,-37.8136,144.9631,2020-07-15,4750
46565,Western Australia,Australia,-31.9505,115.8605,2020-07-15,646
46566,,Austria,47.5162,14.5501,2020-07-15,19154
46567,,Azerbaijan,40.1431,47.5769,2020-07-15,25672
46568,,Bahamas,25.025885,-78.035889,2020-07-15,119
46569,,Bahrain,26.0275,50.55,2020-07-15,34560
46570,,Bangladesh,23.685,90.3563,2020-07-15,193590
46571,,Barbados,13.1939,-59.5432,2020-07-15,104
46572,,Belarus,53.7098,27.9534,2020-07-15,65443
46573,,Belgium,50.8333,4.469936,2020-07-15,62872
46574,,Benin,9.3077,2.3158,2020-07-15,1378
46575,,Bhutan,27.5142,90.4336,2020-07-15,84
46576,,Bolivia,-16.2902,-63.5887,2020-07-15,52218
46577,,Bosnia and Herzegovina,43.9159,17.6791,2020-07-15,7411
46578,,Brazil,-14.235,-51.9253,2020-07-15,1966748
46579,,Brunei,4.5353,114.7277,2020-07-15,141
46580,,Bulgaria,42.7339,25.4858,2020-07-15,7877
46581,,Burkina Faso,12.2383,-1.5616,2020-07-15,1038
46582,,Cabo Verde,16.5388,-23.0418,2020-07-15,1780
46583,,Cambodia,11.55,104.9167,2020-07-15,166
46584,,Cameroon,3.848,11.5021,2020-07-15,15173
46585,Alberta,Canada,53.9333,-116.5765,2020-07-15,8994
46586,British Columbia,Canada,53.7267,-127.6476,2020-07-15,3149
46587,Grand Princess,Canada,0.0,0.0,2020-07-15,13
46588,Manitoba,Canada,53.7609,-98.8139,2020-07-15,330
46589,New Brunswick,Canada,46.5653,-66.4619,2020-07-15,168
46590,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-07-15,262
46591,Nova Scotia,Canada,44.682,-63.7443,2020-07-15,1067
46592,Ontario,Canada,51.2538,-85.3232,2020-07-15,38918
46593,Prince Edward Island,Canada,46.5107,-63.4168,2020-07-15,36
46594,Quebec,Canada,52.9399,-73.5491,2020-07-15,56859
46595,Saskatchewan,Canada,52.9399,-106.4509,2020-07-15,881
46596,,Central African Republic,6.6111,20.9394,2020-07-15,4362
46597,,Chad,15.4542,18.7322,2020-07-15,885
46598,,Chile,-35.6751,-71.543,2020-07-15,321205
46599,Anhui,China,31.8257,117.2264,2020-07-15,991
46600,Beijing,China,40.1824,116.4142,2020-07-15,929
46601,Chongqing,China,30.0572,107.874,2020-07-15,583
46602,Fujian,China,26.0789,117.9874,2020-07-15,363
46603,Gansu,China,35.7518,104.2861,2020-07-15,167
46604,Guangdong,China,23.3417,113.4244,2020-07-15,1650
46605,Guangxi,China,23.8298,108.7881,2020-07-15,254
46606,Guizhou,China,26.8154,106.8748,2020-07-15,147
46607,Hainan,China,19.1959,109.7453,2020-07-15,171
46608,Hebei,China,39.549,116.1306,2020-07-15,349
46609,Heilongjiang,China,47.862,127.7615,2020-07-15,947
46610,Henan,China,37.8957,114.9042,2020-07-15,1276
46611,Hong Kong,China,22.3,114.2,2020-07-15,1588
46612,Hubei,China,30.9756,112.2707,2020-07-15,68135
46613,Hunan,China,27.6104,111.7088,2020-07-15,1019
46614,Inner Mongolia,China,44.0935,113.9448,2020-07-15,249
46615,Jiangsu,China,32.9711,119.455,2020-07-15,654
46616,Jiangxi,China,27.614,115.7221,2020-07-15,932
46617,Jilin,China,43.6661,126.1923,2020-07-15,155
46618,Liaoning,China,41.2956,122.6085,2020-07-15,164
46619,Macau,China,22.1667,113.55,2020-07-15,46
46620,Ningxia,China,37.2692,106.1655,2020-07-15,75
46621,Qinghai,China,35.7452,95.9956,2020-07-15,18
46622,Shaanxi,China,35.1917,108.8701,2020-07-15,321
46623,Shandong,China,36.3427,118.1498,2020-07-15,793
46624,Shanghai,China,31.202,121.4491,2020-07-15,732
46625,Shanxi,China,37.5777,112.2922,2020-07-15,201
46626,Sichuan,China,30.6171,102.7103,2020-07-15,599
46627,Tianjin,China,39.3054,117.323,2020-07-15,203
46628,Tibet,China,31.6927,88.0924,2020-07-15,1
46629,Xinjiang,China,41.1129,85.2401,2020-07-15,76
46630,Yunnan,China,24.974,101.487,2020-07-15,188
46631,Zhejiang,China,29.1832,120.0934,2020-07-15,1270
46632,,Colombia,4.5709,-74.2973,2020-07-15,165169
46633,,Congo (Brazzaville),-0.228,15.8277,2020-07-15,2222
46634,,Congo (Kinshasa),-4.0383,21.7587,2020-07-15,8163
46635,,Costa Rica,9.7489,-83.7534,2020-07-15,8986
46636,,Cote d'Ivoire,7.54,-5.5471,2020-07-15,13403
46637,,Croatia,45.1,15.2,2020-07-15,3953
46638,,Diamond Princess,0.0,0.0,2020-07-15,712
46639,,Cuba,21.521757,-77.78116700000002,2020-07-15,2438
46640,,Cyprus,35.1264,33.4299,2020-07-15,1025
46641,,Czechia,49.8175,15.473,2020-07-15,13475
46642,Faroe Islands,Denmark,61.8926,-6.9118,2020-07-15,188
46643,Greenland,Denmark,71.7069,-42.6043,2020-07-15,13
46644,,Denmark,56.2639,9.5018,2020-07-15,13092
46645,,Djibouti,11.8251,42.5903,2020-07-15,4985
46646,,Dominican Republic,18.7357,-70.1627,2020-07-15,47671
46647,,Ecuador,-1.8312,-78.1834,2020-07-15,70329
46648,,Egypt,26.820553000000004,30.802498,2020-07-15,84843
46649,,El Salvador,13.7942,-88.8965,2020-07-15,10645
46650,,Equatorial Guinea,1.6508,10.2679,2020-07-15,3071
46651,,Eritrea,15.1794,39.7823,2020-07-15,232
46652,,Estonia,58.5953,25.0136,2020-07-15,2016
46653,,Eswatini,-26.5225,31.4659,2020-07-15,1489
46654,,Ethiopia,9.145,40.4897,2020-07-15,8181
46655,,Fiji,-17.7134,178.065,2020-07-15,26
46656,,Finland,61.92411,25.748151,2020-07-15,7296
46657,French Guiana,France,3.9339,-53.1258,2020-07-15,6299
46658,French Polynesia,France,-17.6797,149.4068,2020-07-15,62
46659,Guadeloupe,France,16.265,-61.551,2020-07-15,190
46660,Mayotte,France,-12.8275,45.166244,2020-07-15,2743
46661,New Caledonia,France,-20.904305,165.618042,2020-07-15,22
46662,Reunion,France,-21.1151,55.5364,2020-07-15,608
46663,Saint Barthelemy,France,17.9,-62.8333,2020-07-15,6
46664,St Martin,France,18.0708,-63.0501,2020-07-15,43
46665,Martinique,France,14.6415,-61.0242,2020-07-15,255
46666,,France,46.2276,2.2137,2020-07-15,200338
46667,,Gabon,-0.8037,11.6094,2020-07-15,6121
46668,,Gambia,13.4432,-15.3101,2020-07-15,64
46669,,Georgia,42.3154,43.3569,2020-07-15,1004
46670,,Germany,51.165691,10.451526,2020-07-15,200890
46671,,Ghana,7.9465,-1.0232,2020-07-15,25430
46672,,Greece,39.0742,21.8243,2020-07-15,3910
46673,,Guatemala,15.7835,-90.2308,2020-07-15,32074
46674,,Guinea,9.9456,-9.6966,2020-07-15,6276
46675,,Guyana,4.860416000000002,-58.93018000000001,2020-07-15,313
46676,,Haiti,18.9712,-72.2852,2020-07-15,6831
46677,,Holy See,41.9029,12.4534,2020-07-15,12
46678,,Honduras,15.2,-86.2419,2020-07-15,30036
46679,,Hungary,47.1625,19.5033,2020-07-15,4263
46680,,Iceland,64.9631,-19.0208,2020-07-15,1835
46681,,India,20.593684,78.96288,2020-07-15,968857
46682,,Indonesia,-0.7893,113.9213,2020-07-15,80094
46683,,Iran,32.427908,53.68804599999999,2020-07-15,264561
46684,,Iraq,33.223191,43.679291,2020-07-15,83867
46685,,Ireland,53.1424,-7.6921,2020-07-15,25683
46686,,Israel,31.046051,34.851612,2020-07-15,44188
46687,,Italy,41.87194,12.56738,2020-07-15,243506
46688,,Jamaica,18.1096,-77.2975,2020-07-15,763
46689,,Japan,36.204824,138.252924,2020-07-15,23172
46690,,Jordan,31.24,36.51,2020-07-15,1201
46691,,Kazakhstan,48.0196,66.9237,2020-07-15,65188
46692,,Kenya,-0.0236,37.9062,2020-07-15,11252
46693,,"Korea, South",35.90775700000001,127.766922,2020-07-15,13612
46694,,Kuwait,29.31166,47.481766,2020-07-15,56877
46695,,Kyrgyzstan,41.20438,74.766098,2020-07-15,12282
46696,,Latvia,56.8796,24.6032,2020-07-15,1178
46697,,Lebanon,33.8547,35.8623,2020-07-15,2542
46698,,Liberia,6.4280550000000005,-9.429499,2020-07-15,1056
46699,,Liechtenstein,47.14,9.55,2020-07-15,84
46700,,Lithuania,55.1694,23.8813,2020-07-15,1882
46701,,Luxembourg,49.8153,6.1296,2020-07-15,5122
46702,,Madagascar,-18.766947,46.869107,2020-07-15,5605
46703,,Malaysia,4.210483999999999,101.975766,2020-07-15,8734
46704,,Maldives,3.2028,73.2207,2020-07-15,2831
46705,,Malta,35.9375,14.3754,2020-07-15,674
46706,,Mauritania,21.0079,-10.9408,2020-07-15,5564
46707,,Mauritius,-20.348404,57.552152,2020-07-15,343
46708,,Mexico,23.6345,-102.5528,2020-07-15,317635
46709,,Moldova,47.4116,28.3699,2020-07-15,20040
46710,,Monaco,43.7333,7.4167,2020-07-15,109
46711,,Mongolia,46.8625,103.8467,2020-07-15,261
46712,,Montenegro,42.708678000000006,19.37439,2020-07-15,1287
46713,,Morocco,31.7917,-7.0926,2020-07-15,16262
46714,,Namibia,-22.9576,18.4904,2020-07-15,960
46715,,Nepal,28.1667,84.25,2020-07-15,17177
46716,Aruba,Netherlands,12.5211,-69.9683,2020-07-15,106
46717,Curacao,Netherlands,12.1696,-68.99,2020-07-15,26
46718,Sint Maarten,Netherlands,18.0425,-63.0548,2020-07-15,78
46719,,Netherlands,52.1326,5.2913,2020-07-15,51252
46720,,New Zealand,-40.9006,174.886,2020-07-15,1548
46721,,Nicaragua,12.865416,-85.207229,2020-07-15,3147
46722,,Niger,17.607789,8.081666,2020-07-15,1100
46723,,Nigeria,9.082,8.6753,2020-07-15,34259
46724,,North Macedonia,41.6086,21.7453,2020-07-15,8530
46725,,Norway,60.472,8.4689,2020-07-15,9011
46726,,Oman,21.512583,55.92325500000001,2020-07-15,61247
46727,,Pakistan,30.3753,69.3451,2020-07-15,257914
46728,,Panama,8.538,-80.7821,2020-07-15,49243
46729,,Papua New Guinea,-6.314993,143.95555,2020-07-15,11
46730,,Paraguay,-23.4425,-58.4438,2020-07-15,3198
46731,,Peru,-9.19,-75.0152,2020-07-15,337751
46732,,Philippines,12.879721,121.774017,2020-07-15,58850
46733,,Poland,51.9194,19.1451,2020-07-15,38721
46734,,Portugal,39.3999,-8.2245,2020-07-15,47426
46735,,Qatar,25.3548,51.1839,2020-07-15,104983
46736,,Romania,45.9432,24.9668,2020-07-15,34226
46737,,Russia,61.52401,105.318756,2020-07-15,745197
46738,,Rwanda,-1.9403,29.8739,2020-07-15,1435
46739,,Saint Lucia,13.9094,-60.9789,2020-07-15,22
46740,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-07-15,35
46741,,San Marino,43.9424,12.4578,2020-07-15,699
46742,,Saudi Arabia,23.885942,45.079162,2020-07-15,240474
46743,,Senegal,14.4974,-14.4524,2020-07-15,8369
46744,,Serbia,44.0165,21.0059,2020-07-15,19334
46745,,Seychelles,-4.6796,55.492,2020-07-15,100
